%Aromatic,%Negative,%positive,%hydro,%cys,Pi,Weight,size,charge,salt,cysteine,Abundance,Enrichment
4.522613065,10.55276382,25.12562814,43.2160804,0,11.08,22525,10,0,0,0,#N/A,1.65E+00
8.421052632,7.719298246,9.122807018,49.47368421,1.929824561,7.89,62735.08,10,0,0,0,-6.247609976,1.68E+00
3.846153846,6.41025641,24.35897436,41.02564103,0,10.93,8695.34,10,0,0,0,#N/A,1.70E+00
3.539823009,13.27433628,23.89380531,44.24778761,0,9.99,12835.94,10,0,0,0,#N/A,1.72E+00
1.470588235,10.29411765,23.52941176,37.5,0.735294118,10.51,15788.34,10,0,0,0,#N/A,1.73E+00
4.522613065,10.05025126,25.12562814,42.71356784,0,11.18,22554.04,10,0,0,0,#N/A,1.74E+00
3.043478261,16.95652174,19.13043478,30.43478261,0,5.95,25845.5,10,0,0,0,-6.329790296,1.75E+00
4.88997555,15.89242054,16.38141809,44.49877751,2.689486553,5.95,44384.45,10,0,0,0,-6.00097966,1.82E+00
6.417112299,13.90374332,14.43850267,39.57219251,0.534759358,6.6,20506.17,10,0,0,0,-6.079404564,1.83E+00
3.813559322,12.28813559,24.57627119,40.6779661,0.423728814,10.44,26996.33,10,0,0,0,-5.455985191,1.84E+00
6.293706294,15.38461538,13.28671329,37.76223776,0.699300699,5.05,15900.77,10,0,0,0,-4.722966746,1.89E+00
3.044496487,24.3559719,25.29274005,27.86885246,0,6.05,49734.36,10,0,0,0,-6.551694873,1.89E+00
4.150943396,20.75471698,17.73584906,40,0,5.03,29564.18,10,0,0,0,-5.327145939,1.90E+00
4.368932039,19.74110032,16.18122977,37.70226537,1.132686084,4.95,69812.23,10,0,0,0,-6.204372072,1.95E+00
4.291845494,20.17167382,24.89270386,27.89699571,0.429184549,8.76,26875.36,10,0,0,0,#N/A,1.97E+00
5.294117647,15.29411765,21.76470588,32.94117647,1.176470588,8.85,19404.7,10,0,0,0,-6.004805148,1.99E+00
3.892215569,11.07784431,14.07185629,49.4011976,0.299401198,6.79,33832.82,10,0,0,0,-5.192000398,2.06E+00
6.565656566,8.585858586,7.070707071,38.88888889,2.272727273,4.76,37738.37,10,0,0,0,-6.371713029,2.07E+00
4.402515723,11.32075472,16.66666667,39.38679245,0.786163522,9.39,142451.27,10,0,0,0,#N/A,2.09E+00
8.626198083,12.4600639,7.028753994,37.38019169,1.277955272,4.28,31742.88,10,0,0,0,-5.426020595,2.11E+00
3.812316716,16.71554252,12.90322581,44.13489736,0.146627566,4.71,69825.37,10,0,0,0,-6.133293541,2.12E+00
1.492537313,13.43283582,20.89552239,44.7761194,0,10.78,7591.83,10,0,0,0,#N/A,2.17E+00
0.662251656,9.933774834,20.52980132,43.04635762,0,10.61,16403.63,10,0,0,0,-5.622885366,2.21E+00
4.4045677,14.35562806,13.2137031,44.20880914,0.489396411,5.32,66470.4,10,0,0,0,-5.721899204,2.21E+00
4.4045677,14.19249592,13.2137031,44.20880914,0.326264274,5.37,66463.38,10,0,0,0,#N/A,2.35E+00
4.098360656,13.52459016,10.24590164,44.67213115,0.819672131,4.85,26794.45,10,0,0,0,-5.275251994,2.44E+00
3.669724771,13.60856269,12.8440367,44.34250765,0,5.24,68095.84,10,0,0,0,-6.358465391,2.48E+00
2.424242424,12.12121212,16.96969697,49.09090909,0.606060606,9.44,17691.43,10,0,0,0,-5.139038318,2.61E+00
2.097902098,17.48251748,11.88811189,51.04895105,0,4.68,15471.68,10,0,0,0,-5.328314144,2.70E+00
1.587301587,10.05291005,30.68783069,39.68253968,0,11.35,21572.92,10,0,0,0,#N/A,2.71E+00
5.37084399,13.81074169,13.55498721,45.52429668,0.767263427,5.54,44073.52,10,0,0,0,-7.037360472,2.74E+00
5.021834061,12.00873362,17.03056769,45.85152838,1.528384279,9.14,50032.68,10,0,0,0,-5.417854751,2.74E+00
6.757478632,12.07264957,13.16773504,40.46474359,0.988247863,6.11,433179.98,10,0,0,0,#N/A,2.78E+00
2.340425532,17.87234043,21.70212766,32.12765957,0,9.18,54639.3,10,0,0,0,-5.548088313,2.94E+00
2.721088435,10.20408163,10.88435374,50.34013605,0,6.56,15307.31,10,0,0,0,#N/A,2.94E+00
7.142857143,13.26530612,11.2244898,46.93877551,1.020408163,5.03,21458.54,10,0,0,0,-4.862759421,2.95E+00
4.275092937,14.49814126,11.89591078,46.09665428,0.371747212,4.94,58237.77,10,0,0,0,-6.273471303,3.03E+00
5.106888361,13.42042755,14.01425178,46.31828979,0.950118765,5.92,93289.18,10,0,0,0,-5.619200243,3.09E+00
4.830917874,14.49275362,13.76811594,43.96135266,0.241545894,5.38,45407.43,10,0,0,0,#N/A,3.19E+00
4.453441296,13.36032389,16.19433198,45.34412955,0,8.86,27477.37,10,0,0,0,-5.147406196,3.32E+00
4.8,12.53333333,12.26666667,45.6,1.066666667,5.44,41689.63,10,0,0,0,-5.551462493,3.34E+00
3.968253968,15.67460317,19.24603175,38.49206349,0.793650794,8.95,56864.11,10,0,0,0,-6.846584256,3.39E+00
2.564102564,12.82051282,23.07692308,43.58974359,0.641025641,9.73,17122,10,0,0,0,#N/A,3.59E+00
1.5625,9.375,28.125,43.75,0,10.26,6941.25,10,0,0,0,-6.122653558,3.74E+00
