%Aromatic,%Negative,%positive,%hydro,%cys,Pi,Weight,size,charge,salt,cysteine,Abundance,Enrichment
3.333333333,12.91666667,16.66666667,49.58333333,0.416666667,9.42,26371.56,10,1,0,0,-5.33767082,1.05E+00
8.661417323,16.14173228,14.17322835,37.79527559,1.181102362,5.14,29062.91,10,1,0,0,#N/A,1.06E+00
4.895104895,11.18881119,12.58741259,44.05594406,1.398601399,5.67,11833.59,10,1,0,0,-4.859648204,1.06E+00
1.149425287,14.94252874,14.94252874,40.22988506,1.149425287,5.75,9759.87,10,1,0,0,-5.582649112,1.06E+00
4.776119403,14.32835821,14.62686567,42.3880597,0.597014925,6.08,36905.2,10,1,0,0,-5.998032654,1.06E+00
1.904761905,6.666666667,14.28571429,47.61904762,0,9.8,11284.19,10,1,0,0,-5.496135105,1.07E+00
5.454545455,13.68983957,11.55080214,39.67914439,1.176470588,5,104831.19,10,1,0,0,-6.267877358,1.07E+00
4.918032787,12.02185792,20.76502732,33.33333333,0,9.66,18622.35,10,1,0,0,#N/A,1.07E+00
4.615384615,8.461538462,18.46153846,45.38461538,0.769230769,9.94,14494.85,10,1,0,0,-5.605060858,1.07E+00
5.106888361,13.42042755,14.01425178,46.31828979,0.950118765,5.92,93289.18,10,1,0,0,-5.619200243,1.08E+00
2.664796634,11.0799439,10.79943899,37.02664797,0.981767181,5.43,78307.69,10,1,0,0,-7.299067159,1.08E+00
3.614457831,11.14457831,14.15662651,47.89156627,0.602409639,8.29,35749.94,10,1,0,0,-5.055196088,1.08E+00
4.4045677,14.35562806,13.2137031,44.20880914,0.489396411,5.32,66470.4,10,1,0,0,-5.721899204,1.08E+00
4.21686747,11.74698795,13.55421687,46.38554217,0.602409639,6.49,35715.66,10,1,0,0,-5.461045382,1.08E+00
3.867403315,6.35359116,18.50828729,46.96132597,0.276243094,10.64,38960.9,10,1,0,0,-6.875182154,1.08E+00
5.013927577,13.64902507,13.64902507,43.454039,1.39275766,5.51,39489.57,10,1,0,0,-5.842744519,1.08E+00
3.831417625,10.34482759,22.60536398,45.21072797,0.383141762,10.09,29279,10,1,0,0,#N/A,1.08E+00
3.80952381,12.38095238,17.14285714,33.33333333,0,8.73,12739.47,10,1,0,0,#N/A,1.08E+00
4.060913706,10.65989848,12.43654822,46.44670051,0,6.05,42410.89,10,1,0,0,-5.677842935,1.08E+00
4.517133956,15.26479751,12.92834891,42.83489097,0.31152648,5.02,69651.09,10,1,0,0,-5.836824947,1.09E+00
5.761316872,13.58024691,12.1399177,44.65020576,0.823045267,5.16,53811.28,10,1,0,0,-5.083133889,1.09E+00
6.326889279,12.47803163,13.53251318,42.17926186,1.054481547,6.18,63088.54,10,1,0,0,#N/A,1.09E+00
4.4045677,14.19249592,13.2137031,44.20880914,0.326264274,5.37,66463.38,10,1,0,0,#N/A,1.10E+00
5.035971223,12.23021583,13.66906475,41.72661871,0.71942446,5.91,15413.27,10,1,0,0,-5.382188741,1.10E+00
7.2,16,15.2,44.8,1.2,5.35,27815.72,10,1,0,0,-4.994870227,1.11E+00
5.429864253,10.40723982,22.1719457,40.7239819,1.809954751,10.03,25230.15,10,1,0,0,#N/A,1.12E+00
7.296137339,9.442060086,12.87553648,43.34763948,0.429184549,6.07,23083.03,10,1,0,0,-6.812539636,1.12E+00
2.972972973,11.35135135,12.97297297,47.56756757,1.351351351,6.47,39749.13,10,1,0,0,#N/A,1.12E+00
4.314329738,15.40832049,13.25115562,41.60246533,0.30816641,5.05,70546.79,10,1,0,0,#N/A,1.13E+00
4.846526656,13.08562197,13.24717286,41.35702746,1.453957997,5.7,68408.89,10,1,0,0,-6.635608287,1.14E+00
4.929577465,7.746478873,21.12676056,47.88732394,0,10.7,15870.65,10,1,0,0,#N/A,1.15E+00
1.62601626,19.51219512,14.63414634,40.6504065,0,4.72,13605.03,10,1,0,0,#N/A,1.16E+00
5.263157895,10.52631579,10.52631579,50.87719298,0.877192982,5.72,12157.87,10,1,0,0,#N/A,1.16E+00
5.349794239,13.99176955,15.22633745,42.38683128,0.411522634,5.92,27339.22,10,1,0,0,-5.944971059,1.17E+00
3.557312253,11.26482213,12.8458498,47.6284585,0.988142292,6.43,55195.22,10,1,0,0,#N/A,1.18E+00
4.090909091,13.18181818,15.45454545,47.27272727,1.818181818,5.93,23833.17,10,1,0,0,#N/A,1.19E+00
3.561643836,12.32876712,13.69863014,49.31506849,2.465753425,6.27,39543.69,10,1,0,0,-5.548857755,1.19E+00
3.359173127,11.62790698,16.02067183,38.50129199,3.617571059,8.09,42378.2,10,1,0,0,#N/A,1.19E+00
5.923344948,14.9825784,14.28571429,41.46341463,0.348432056,5.36,32168.4,10,1,0,0,-4.779548073,1.19E+00
2.447552448,14.51048951,12.93706294,50,0.874125874,4.91,57828.09,10,1,0,0,-5.634806982,1.19E+00
3.915662651,11.74698795,13.55421687,46.38554217,0.602409639,6.49,35615.48,10,1,0,0,-4.260816898,1.19E+00
5.021834061,12.00873362,17.03056769,45.85152838,1.528384279,9.14,50032.68,10,1,0,0,-5.417854751,1.21E+00
5.098039216,11.37254902,21.56862745,39.21568627,0.392156863,10.02,28681.23,10,1,0,0,#N/A,1.22E+00
3.361344538,10.36414566,9.523809524,49.85994398,2.240896359,5.26,38581.24,10,1,0,0,-5.457004177,1.22E+00
5.185185185,10.37037037,25.18518519,39.25925926,0,10.51,15197.58,10,1,0,0,#N/A,1.23E+00
2.594810379,18.36327345,17.76447106,39.52095808,0.698602794,5.61,112268.42,10,1,0,0,-5.828414097,1.23E+00
6.293706294,14.45221445,14.68531469,41.25874126,1.165501166,5.65,48057.53,10,1,0,0,-6.175047046,1.23E+00
1.666666667,8.333333333,27.5,38.33333333,0.833333333,10.58,13778.37,10,1,0,0,#N/A,1.24E+00
3.58974359,13.84615385,23.07692308,42.05128205,0,10.09,22167.48,10,1,0,0,-5.440487038,1.25E+00
4.830917874,14.49275362,13.76811594,43.96135266,0.241545894,5.38,45407.43,10,1,0,0,#N/A,1.26E+00
4.610492846,13.67249603,12.66560678,44.72708002,0.529941706,5.32,206946.94,10,1,0,0,-5.873177135,1.26E+00
4.677060134,12.24944321,13.36302895,47.88418708,2.449888641,5.83,49125.51,10,1,0,0,#N/A,1.26E+00
2.716468591,16.46859083,15.6196944,37.52122241,0.509337861,5.45,66265.1,10,1,0,0,-5.661058588,1.27E+00
5.050505051,7.575757576,23.73737374,43.93939394,0,10.54,22117.93,10,1,0,0,#N/A,1.27E+00
4.867256637,11.0619469,11.0619469,48.2300885,0.884955752,5.8,24664.5,10,1,0,0,-6.799292154,1.27E+00
5.769230769,3.846153846,23.71794872,39.1025641,1.282051282,10.79,17617.66,10,1,0,0,#N/A,1.27E+00
3.812316716,16.71554252,12.90322581,44.13489736,0.146627566,4.71,69825.37,10,1,0,0,-6.133293541,1.28E+00
4.195804196,7.692307692,20.97902098,44.75524476,0,10.26,15716.26,10,1,0,0,#N/A,1.28E+00
3.813559322,12.28813559,24.57627119,40.6779661,0.423728814,10.44,26996.33,10,1,0,0,-5.455985191,1.29E+00
5.649717514,15.25423729,17.23163842,41.24293785,0.988700565,7.21,80842.75,10,1,0,0,-5.586692801,1.30E+00
3.539823009,13.27433628,23.89380531,44.24778761,0,9.99,12821.92,10,1,0,0,-5.559611405,1.31E+00
4.545454545,10.22727273,21.59090909,42.61363636,0,10.08,19855.3,10,1,0,0,#N/A,1.31E+00
4.545454545,10.22727273,22.15909091,43.18181818,0,10.1,19830.31,10,1,0,0,#N/A,1.31E+00
3.753910323,11.47028154,12.6173097,45.46402503,1.147028154,6.22,104486.47,10,1,0,0,-5.574050131,1.32E+00
4.513888889,19.27083333,11.97916667,38.88888889,0.694444444,4.46,63803.34,10,1,0,0,-6.165007428,1.32E+00
3.937007874,7.086614173,16.14173228,49.60629921,0.393700787,10.44,27318.61,10,1,0,0,-5.586889918,1.32E+00
2.887139108,11.02362205,10.23622047,45.40682415,2.624671916,5.24,41395.2,10,1,0,0,#N/A,1.33E+00
1.872659176,13.8576779,14.04494382,48.50187266,2.059925094,5.81,58814.2,10,1,0,0,#N/A,1.33E+00
1.408450704,7.746478873,21.12676056,45.77464789,0,10.11,15626.38,10,1,0,0,#N/A,1.33E+00
3.174603175,10.31746032,10.31746032,49.20634921,0.793650794,5.47,13677.45,10,1,0,0,-5.004752171,1.33E+00
5.161290323,8.387096774,30.96774194,35.48387097,0,11.37,17547.5,10,1,0,0,#N/A,1.33E+00
5.194805195,13.25570981,13.97223466,43.79758173,0.537393641,5.89,250222.21,10,1,0,0,-6.53928493,1.34E+00
4.521276596,15.15957447,18.35106383,40.15957447,0.79787234,7.69,42084.01,10,1,0,0,-5.475004475,1.34E+00
5.098039216,11.37254902,21.56862745,39.21568627,0.392156863,10,28612.17,10,1,0,0,-6.375396555,1.34E+00
5.597964377,9.669211196,12.97709924,45.80152672,1.017811705,8.48,41698.74,10,1,0,0,-6.010898518,1.34E+00
4.617604618,15.87301587,15.15151515,39.82683983,0.577200577,5.45,77620.79,10,1,0,0,-5.737024195,1.34E+00
8.024691358,10.49382716,12.96296296,46.91358025,1.234567901,6.87,17259.5,10,1,0,0,-4.269234649,1.34E+00
5.282331512,11.47540984,12.56830601,42.44080146,1.821493625,5.92,60983.21,10,1,0,0,-5.457406923,1.34E+00
4.166666667,12.5,14.44444444,46.11111111,2.777777778,6.28,39617.52,10,1,0,0,-5.796667712,1.34E+00
4.752851711,12.73764259,12.16730038,39.7338403,0.760456274,5.48,57521.5,10,1,0,0,#N/A,1.35E+00
3.968253968,15.67460317,19.24603175,38.49206349,0.793650794,8.95,56864.11,10,1,0,0,-6.846584256,1.35E+00
7.6,14.4,14.8,45.2,1.2,5.81,27682.58,10,1,0,0,-5.612110525,1.35E+00
5.769230769,11.15384615,13.26923077,45.76923077,1.153846154,6.48,54016.67,10,1,0,0,#N/A,1.35E+00
7.804878049,6.341463415,19.51219512,47.80487805,1.463414634,11.46,21480.35,10,1,0,0,#N/A,1.36E+00
2.649006623,7.284768212,20.52980132,46.35761589,0,10.44,16897.71,10,1,0,0,#N/A,1.36E+00
4.146341463,14.3902439,13.90243902,41.46341463,0.487804878,5.07,42047.76,10,1,0,0,-7.057967572,1.36E+00
2.298850575,15.51724138,12.06896552,45.97701149,0,4.84,18577.78,10,1,0,0,-4.738431999,1.37E+00
4.061895551,15.47388781,12.76595745,43.90715667,0.193423598,4.95,57749.25,10,1,0,0,-5.808459219,1.38E+00
5.329949239,12.18274112,14.46700508,44.92385787,1.015228426,8.57,43888.77,10,1,0,0,-7.041473851,1.39E+00
6.369426752,11.78343949,11.78343949,44.58598726,0.955414013,5.8,34800.93,10,1,0,0,-6.942113363,1.39E+00
5.268490375,12.76595745,13.67781155,43.46504559,1.215805471,5.98,107970.26,10,1,0,0,-6.335223665,1.39E+00
4.322033898,12.71186441,13.89830508,46.61016949,1.016949153,6.06,130166.68,10,1,0,0,#N/A,1.40E+00
5.546218487,14.62184874,14.45378151,41.17647059,1.512605042,5.53,67233.79,10,1,0,0,-6.187900562,1.40E+00
3.816793893,9.732824427,11.83206107,46.5648855,1.717557252,8.39,56393.87,10,1,0,0,#N/A,1.42E+00
3.632887189,9.751434034,12.23709369,46.65391969,1.529636711,8.71,56529.9,10,1,0,0,#N/A,1.42E+00
4.672897196,3.738317757,21.4953271,42.05607477,0,11.07,12022.9,10,1,0,0,#N/A,1.42E+00
4.728132388,15.8392435,12.76595745,35.69739953,0.472813239,4.89,46987.28,10,1,0,0,-5.401258953,1.42E+00
3.664921466,10.47120419,18.84816754,42.40837696,0.523560209,9.73,21569.02,10,1,0,0,#N/A,1.43E+00
6.074766355,15.42056075,14.48598131,39.25233645,0,5.31,23748.43,10,1,0,0,-4.760874681,1.43E+00
4.805491991,12.81464531,14.18764302,47.82608696,0.228832952,6.17,46684.94,10,1,0,0,-4.756133822,1.43E+00
6.15942029,14.58333333,16.21376812,39.58333333,1.177536232,5.95,119994.91,10,1,0,0,#N/A,1.43E+00
3.703703704,12.79461279,12.79461279,47.81144781,1.683501684,5.87,32266.41,10,1,0,0,-5.962456616,1.44E+00
5.806451613,8.387096774,30.96774194,33.5483871,0,11.28,17613.56,10,1,0,0,#N/A,1.44E+00
4.651162791,13.95348837,14.24418605,43.89534884,0.872093023,5.65,38883.56,10,1,0,0,-5.550731065,1.44E+00
5.394990366,11.36801541,12.33140655,45.27938343,0.963391137,5.76,53975.4,10,1,0,0,-6.206902478,1.44E+00
4.501915709,14.36781609,14.65517241,43.8697318,1.436781609,5.73,115813.52,10,1,0,0,-6.287792954,1.44E+00
1.587301587,10.05291005,30.68783069,39.68253968,0,11.35,21572.92,10,1,0,0,#N/A,1.46E+00
5.769230769,12.5,9.615384615,48.07692308,1.923076923,4.79,11072.69,10,1,0,0,-4.169345246,1.46E+00
2.362204724,6.692913386,21.65354331,49.21259843,0,11.1,27277.25,10,1,0,0,-5.833979236,1.47E+00
5,12.6,11.6,46.4,1.4,5.31,54282.97,10,1,0,0,#N/A,1.48E+00
5.955497382,13.48167539,16.09947644,38.48167539,0.392670157,7.04,175459.83,10,1,0,0,-7.028040992,1.50E+00
5.206463196,16.15798923,17.23518851,41.11310592,0.538599641,6.16,63384.32,10,1,0,0,-5.759525297,1.50E+00
5.025125628,7.537688442,23.11557789,46.23115578,0,10.48,22069.93,10,1,0,0,#N/A,1.51E+00
4.522613065,10.05025126,25.12562814,42.71356784,0,11.18,22554.04,10,1,0,0,#N/A,1.51E+00
3.669724771,13.60856269,12.8440367,44.34250765,0,5.24,68095.84,10,1,0,0,-6.358465391,1.51E+00
5.158730159,15.47619048,10.71428571,47.61904762,0.396825397,4.69,27831.27,10,1,0,0,-5.067435941,1.51E+00
5.069124424,9.677419355,17.97235023,41.47465438,1.843317972,9.73,24354.54,10,1,0,0,#N/A,1.51E+00
3.888888889,11.11111111,15,46.38888889,0,8.04,38025.42,10,1,0,0,-5.79671721,1.52E+00
1.557632399,19.9376947,15.26479751,30.21806854,0.31152648,4.82,35866.86,10,1,0,0,-5.017660931,1.53E+00
4.406130268,13.88888889,14.46360153,43.19923372,1.436781609,5.87,115868.63,10,1,0,0,#N/A,1.53E+00
4.411764706,6.862745098,29.41176471,34.31372549,0.490196078,11.38,24290.98,10,1,0,0,#N/A,1.53E+00
8.629441624,13.70558376,13.19796954,40.60913706,0.507614213,5.44,22093.03,10,1,0,0,-5.592723688,1.54E+00
1.470588235,10.29411765,23.52941176,37.5,0.735294118,10.51,15788.34,10,1,0,0,#N/A,1.55E+00
6.976744186,8.720930233,24.41860465,35.46511628,0,10.3,20436.76,10,1,0,0,-6.156558121,1.56E+00
3.797468354,14.55696203,14.55696203,43.03797468,3.797468354,5.66,17506.98,10,1,0,0,-5.65784795,1.56E+00
3.821656051,17.8343949,14.01273885,42.03821656,1.27388535,4.79,16983.09,10,1,0,0,-4.816185342,1.57E+00
3.594080338,11.31078224,12.89640592,49.47145877,0.739957717,6.37,102205.13,10,1,0,0,-7.12083877,1.57E+00
2.597402597,12.33766234,11.03896104,45.45454545,0,5.13,17134.43,10,1,0,0,-6.108787718,1.58E+00
4.395604396,13.73626374,15.01831502,43.40659341,0.915750916,6.21,57750.92,10,1,0,0,#N/A,1.58E+00
4.480651731,11.40529532,13.84928717,39.71486762,1.629327902,8.36,55013.53,10,1,0,0,-5.896538783,1.58E+00
6.26029654,13.83855025,15.32125206,42.66886326,0.494233937,6.33,69524.99,10,1,0,0,#N/A,1.61E+00
7.352941176,8.088235294,27.20588235,40.44117647,0,10.36,15400.09,10,1,0,0,#N/A,1.61E+00
2.145922747,17.59656652,15.87982833,40.77253219,0,5.32,26340.18,10,1,0,0,-6.010360679,1.61E+00
4.66893039,12.90322581,13.58234295,46.60441426,1.018675722,5.84,130099.48,10,1,0,0,-7.086588878,1.62E+00
3.555555556,13.33333333,15.11111111,44.44444444,0.444444444,8.62,24907.42,10,1,0,0,-5.592498238,1.62E+00
0.840336134,7.56302521,28.57142857,41.17647059,3.361344538,10.76,13504.8,10,1,0,0,#N/A,1.63E+00
4.155124654,12.18836565,12.74238227,49.58448753,0.831024931,5.95,39565.91,10,1,0,0,-6.097809868,1.64E+00
4.166666667,17.85714286,12.5,23.21428571,0,4.55,19025.56,10,1,0,0,-4.764452584,1.66E+00
5.82278481,11.64556962,14.93670886,42.27848101,0.759493671,6.31,39177.24,10,1,0,0,-5.5171264,1.66E+00
3.125,6.875,23.125,41.25,0.625,10.39,18110.98,10,1,0,0,#N/A,1.66E+00
4.576659039,13.27231121,13.50114416,47.82608696,0.228832952,5.67,46782.98,10,1,0,0,-5.862493657,1.66E+00
6.361829026,14.51292247,14.31411531,39.3638171,0.198807157,5.52,57380.24,10,1,0,0,-6.419401052,1.69E+00
2.424242424,12.12121212,16.96969697,49.09090909,0.606060606,9.44,17691.43,10,1,0,0,-5.139038318,1.69E+00
2.777777778,11.80555556,17.36111111,46.52777778,0,9.62,15785.92,10,1,0,0,#N/A,1.70E+00
2.777777778,11.80555556,17.36111111,46.52777778,0,9.61,15759.88,10,1,0,0,#N/A,1.70E+00
4.07523511,12.22570533,12.22570533,47.02194357,1.253918495,5.68,34106.88,10,1,0,0,-5.392050934,1.70E+00
4.015296367,10.3250478,11.66347992,46.27151052,1.338432122,7.04,56584.78,10,1,0,0,-6.561625412,1.71E+00
5.720823799,16.24713959,13.27231121,40.27459954,0.915331808,4.94,49005.55,10,1,0,0,#N/A,1.71E+00
6.666666667,12.59259259,14.81481481,34.07407407,0,5.17,13289.62,10,1,0,0,-5.973854268,1.73E+00
3.278688525,14.75409836,12.29508197,37.70491803,2.459016393,4.9,13458.09,10,1,0,0,-6.230910326,1.77E+00
5.633802817,11.06639839,11.87122736,45.67404427,2.213279678,6.24,54189.25,10,1,0,0,-5.854476299,1.77E+00
5.64516129,12.90322581,12.90322581,46.37096774,0.806451613,5.75,26664.27,10,1,0,0,-5.091857778,1.81E+00
6.017191977,11.46131805,13.37153773,39.06399236,1.719197708,6.54,118891.09,10,1,0,0,#N/A,1.82E+00
8.771929825,16.22807018,17.98245614,33.33333333,0.438596491,6.94,26908.26,10,1,0,0,-5.801764187,1.83E+00
4.736842105,11.57894737,18.94736842,43.15789474,0,9.83,21491.01,10,1,0,0,#N/A,1.84E+00
4.488778055,11.59600998,10.34912718,50.12468828,0.748129676,5.08,86068.03,10,1,0,0,-6.256963193,1.86E+00
3.684210526,11.05263158,18.94736842,42.10526316,0,9.92,21503.07,10,1,0,0,#N/A,1.86E+00
3.846153846,5.384615385,29.23076923,40,0,11.17,14640.13,10,1,0,0,#N/A,1.87E+00
4,15.2,12,40,0.8,4.16,9803.78,10,1,0,0,-5.148604728,1.87E+00
5.980861244,9.330143541,13.15789474,44.49760766,0.956937799,8.45,45926.43,10,1,0,0,-6.065163794,1.87E+00
2.173913043,18.47826087,30.43478261,33.69565217,0,9.99,10494.92,10,1,0,0,-5.932379402,1.88E+00
5.072463768,6.52173913,20.28985507,50,0.724637681,10.94,15035.85,10,1,0,0,#N/A,1.91E+00
2.863436123,16.51982379,15.30837004,42.40088106,0.660792952,5.31,102034.97,10,1,0,0,-5.554575282,1.93E+00
3.539823009,20.64896755,12.97935103,37.16814159,0,4.54,38349.16,10,1,0,0,-5.0072585,1.94E+00
4.426377597,12.46612466,12.37579042,45.0767841,1.038843722,5.57,245040.76,10,1,0,0,#N/A,1.95E+00
5.048076923,13.22115385,15.14423077,48.79807692,0.240384615,7.09,44607.23,10,1,0,0,-4.365803981,1.96E+00
1.652892562,5.785123967,28.09917355,37.19008264,3.305785124,10.84,13639.08,10,1,0,0,#N/A,1.97E+00
3.535353535,14.14141414,14.64646465,41.91919192,0.505050505,5.83,22516.68,10,1,0,0,#N/A,1.97E+00
6.746031746,11.62131519,12.92517007,37.86848073,0.850340136,6.97,203286.99,10,1,0,0,#N/A,1.98E+00
3.649635036,6.569343066,15.32846715,54.74452555,1.459854015,10.33,14341.74,10,1,0,0,#N/A,2.02E+00
6.395348837,13.6627907,14.38953488,41.4244186,1.308139535,6.02,77386.25,10,1,0,0,-5.877277832,2.02E+00
3.804347826,7.065217391,21.73913043,39.67391304,0,10.92,20420.23,10,1,0,0,#N/A,2.10E+00
6.417112299,13.90374332,14.43850267,39.57219251,0.534759358,6.6,20506.17,10,1,0,0,-6.079404564,2.11E+00
6.178489703,13.27231121,12.12814645,37.07093822,0.457665904,5.17,48382.74,10,1,0,0,-5.267279696,2.12E+00
6.355140187,15.51401869,16.26168224,39.62616822,1.869158879,5.78,61753.56,10,1,0,0,-5.96981429,2.12E+00
5.517241379,7.586206897,24.82758621,43.44827586,1.379310345,10.73,16037.8,10,1,0,0,#N/A,2.15E+00
6.818181818,12.37373737,12.12121212,39.39393939,1.262626263,5.52,44115.91,10,1,0,0,-6.26472765,2.15E+00
4.365079365,12.6984127,13.0952381,43.25396825,1.19047619,5.88,28000.86,10,1,0,0,#N/A,2.16E+00
3.153153153,13.96396396,14.86486486,48.1981982,0.45045045,5.97,24036.49,10,1,0,0,-5.615815743,2.17E+00
3.664921466,10.9947644,18.84816754,42.40837696,0.523560209,9.66,21657.14,10,1,0,0,#N/A,2.18E+00
3.658536585,6.097560976,17.07317073,40.24390244,6.097560976,9.36,8865.34,10,1,0,0,#N/A,2.18E+00
5.90809628,10.28446389,12.03501094,41.57549234,0.218818381,5.91,47409.49,10,1,0,0,#N/A,2.20E+00
4.042553191,11.91489362,12.55319149,46.59574468,1.063829787,5.93,50844.09,10,1,0,0,-5.774494837,2.20E+00
3.804347826,7.065217391,21.73913043,40.2173913,0,10.92,20418.26,10,1,0,0,#N/A,2.20E+00
4.400977995,11.85819071,17.11491443,34.84107579,0.97799511,8.97,91400.38,10,1,0,0,-6.315456741,2.22E+00
5.405405405,13.51351351,14.59459459,41.62162162,1.891891892,5.92,41634.81,10,1,0,0,#N/A,2.26E+00
3.718199609,12.32876712,11.93737769,50.88062622,0.195694716,5.11,51126.37,10,1,0,0,-6.11257262,2.26E+00
2.713178295,7.751937984,24.03100775,37.98449612,0.387596899,10.22,27803.58,10,1,0,0,#N/A,2.31E+00
6.336633663,14.85148515,15.44554455,41.58415842,0.198019802,5.92,57390.37,10,1,0,0,-5.792393849,2.32E+00
4.521276596,11.96808511,14.36170213,44.14893617,1.329787234,7.66,40838.31,10,1,0,0,#N/A,2.35E+00
4.651162791,14.34108527,14.34108527,45.73643411,0.775193798,5.63,28258.1,10,1,0,0,-6.078916647,2.36E+00
3.837953092,11.72707889,14.92537313,44.34968017,1.066098081,6.98,52218.46,10,1,0,0,-6.510525172,2.36E+00
6.293706294,15.38461538,13.28671329,37.76223776,0.699300699,5.05,15900.77,10,1,0,0,-4.722966746,2.36E+00
4.934210526,11.84210526,15.29605263,44.07894737,2.302631579,8.89,68340.38,10,1,0,0,#N/A,2.39E+00
6.341463415,13.17073171,11.2195122,44.87804878,1.951219512,5.03,22604.87,10,1,0,0,#N/A,2.43E+00
0.877192982,18.42105263,22.80701754,41.22807018,0,8.96,12712.67,10,1,0,0,#N/A,2.44E+00
4.672897196,3.738317757,21.4953271,42.05607477,0,11.07,12036.93,10,1,0,0,#N/A,2.53E+00
6.582155046,12.18917601,12.23793272,43.3934666,0.731350561,5.64,228691.28,10,1,0,0,-6.252346556,2.58E+00
6.138107417,11.67945439,12.78772379,41.94373402,1.449275362,7.16,130861.07,10,1,0,0,#N/A,2.59E+00
2.564102564,12.82051282,23.07692308,43.58974359,0.641025641,9.73,17122,10,1,0,0,#N/A,2.67E+00
5.393258427,14.38202247,12.35955056,41.57303371,2.471910112,5.05,49694.03,10,1,0,0,-6.569389685,2.67E+00
4.626951995,15.73163678,16.07865818,38.57721226,0.694042799,5.86,193134.45,10,1,0,0,#N/A,2.69E+00
5.737704918,12.84153005,11.47540984,46.99453552,0.273224044,4.83,36481.44,10,1,0,0,#N/A,2.69E+00
2,6,27,45,0,11.6,11004.01,10,1,0,0,#N/A,2.72E+00
5.911740216,13.40549542,13.65528726,41.7152373,0.915903414,5.66,135607.28,10,1,0,0,-7.047605467,2.72E+00
4.698795181,9.759036145,11.68674699,35.90361446,0.602409639,8.57,92872.08,10,1,0,0,#N/A,2.72E+00
6.730769231,14.42307692,13.46153846,41.02564103,3.846153846,5.31,35907.29,10,1,0,0,-5.725222145,2.72E+00
4.533333333,10.13333333,13.86666667,48.53333333,1.866666667,7.24,37164.73,10,1,0,0,-6.718978901,2.72E+00
3.795233892,16.41659312,15.62224184,39.18799647,0.617828773,5.1,115774.84,10,1,0,0,-6.383449091,2.73E+00
6.674907293,12.85537701,14.09147095,35.47589617,0.494437577,6.24,91816.22,10,1,0,0,-7.224422105,2.74E+00
8.163265306,14.76590636,12.24489796,37.81512605,0.960384154,4.96,96506.93,10,1,0,0,-7.065592635,2.76E+00
4.575163399,24.18300654,17.64705882,33.9869281,1.307189542,4.69,17435.13,10,1,0,0,-5.727181934,2.77E+00
2.340425532,17.87234043,21.70212766,32.12765957,0,9.18,54639.3,10,1,0,0,-5.548088313,2.78E+00
6.307222787,15.36113937,14.85249237,40.18311292,0.712105799,5.36,107390.33,10,1,0,0,-6.159777546,2.86E+00
3.79403794,9.214092141,12.19512195,46.88346883,0.81300813,7.24,37798.16,10,1,0,0,-5.533204947,2.87E+00
1.492537313,13.43283582,20.89552239,44.7761194,0,10.78,7591.83,10,1,0,0,#N/A,2.93E+00
0.56980057,19.94301994,16.23931624,31.62393162,0.284900285,4.93,39387.7,10,1,0,0,#N/A,2.94E+00
4.740608229,13.14847943,11.80679785,44.36493739,0.983899821,5.18,123915.33,10,1,0,0,-6.794814181,2.96E+00
2.277432712,16.35610766,20.70393375,38.30227743,1.863354037,9.02,54704.83,10,1,0,0,#N/A,3.00E+00
5.37084399,12.78772379,12.02046036,46.03580563,2.557544757,5.29,42737.63,10,1,0,0,-5.484790356,3.05E+00
3.817663818,10.76923077,14.92877493,36.18233618,0.740740741,8.54,198595.48,10,1,0,0,#N/A,3.09E+00
2,6,27,44,0,11.6,10992.98,10,1,0,0,#N/A,3.11E+00
8.791208791,10.98901099,14.28571429,43.95604396,1.098901099,6.35,17566.99,10,1,0,0,-5.449537683,3.11E+00
7.776427704,11.66464156,11.66464156,30.86269745,0,6.03,86515.99,10,1,0,0,-6.582961415,3.15E+00
3.815489749,10.76309795,14.92027335,36.21867882,0.854214123,8.6,198869.12,10,1,0,0,#N/A,3.15E+00
4.142011834,13.60946746,14.39842209,42.99802761,0.197238659,6.25,56021.89,10,1,0,0,-5.919131881,3.16E+00
3.773584906,10.92052601,15.26586621,35.56317896,0.800457404,8.68,198198.19,10,1,0,0,#N/A,3.22E+00
3.423236515,17.42738589,17.94605809,38.48547718,0.10373444,5.97,110344.39,10,1,0,0,-5.954907764,3.29E+00
5.333333333,12.76190476,14.28571429,45.9047619,0.952380952,6.05,58351.03,10,1,0,0,#N/A,3.33E+00
6.25,10.22727273,13.06818182,44.60227273,0,9.02,37590.04,10,1,0,0,#N/A,3.33E+00
2.755905512,13.77952756,15.35433071,38.18897638,1.57480315,6.92,28439.11,10,1,0,0,-6.54978135,3.34E+00
2.955665025,14.77832512,18.71921182,40.88669951,0,9.46,22963.37,10,1,0,0,-6.322939626,3.36E+00
7.182320442,11.60220994,12.70718232,42.54143646,0.552486188,6.96,20398.28,10,1,0,0,#N/A,3.37E+00
1.376146789,16.97247706,17.43119266,34.86238532,0,6.69,24137.56,10,1,0,0,-6.177808823,3.38E+00
5.22875817,15.35947712,15.35947712,41.17647059,0.326797386,5.66,34603.45,10,1,0,0,#N/A,3.40E+00
2.112676056,13.20422535,12.85211268,50.52816901,1.056338028,5.51,61662.28,10,1,0,0,-6.528704563,3.43E+00
3.225806452,19.64809384,13.19648094,40.46920821,0,4.62,38071.16,10,1,0,0,-5.57225673,3.46E+00
